NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Adriano;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Ecuador;1;0;1;0;1;1;1;1;1
Adriano;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;0;1
Adriano;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;1;0;0;1;1;2;0;1;2
Adriano;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;14;16;18;21;23;24;22;22;23
Adriano;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;3;3;2;3;4;2;2;3;4
Adriano;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Cina;0;1;1;1;1;1;0;0;0
Adriano;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;0;0;0;1;0
Adriano;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Filippine;0;0;0;0;1;1;1;0;0
Adriano;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Italia;0;0;0;0;0;0;0;0;2
Adriano;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Perù;0;0;0;0;0;0;0;0;1
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;1;3;4;5;7;5;4;2
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Cina;1;1;1;1;2;3;4;4;2
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;1;3;4;4;4;3;3;3;3
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Filippine;9;10;8;9;14;12;9;11;11
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;75;82;90;98;147;158;160;152;154
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;1;1;1;1;1;2;4;4;3
Adriano;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;2;2;2;2;2;3;2;2;2
Adriano;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;0;1
Adriano;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Cina;1;1;2;2;2;2;1;1;1
Adriano;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Ecuador;0;0;0;0;0;0;0;0;1
Adriano;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Filippine;1;2;1;2;0;2;2;2;2
Adriano;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;4;7;8;9;9;8;10;14;18
Adriano;35-64;Femmine;4;Coppia sposata senza figli;Italia;0;0;0;0;1;1;1;1;0
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Altri paesi;3;3;3;3;3;3;3;3;3
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Cina;1;1;1;2;2;2;2;2;1
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Ecuador;1;2;1;1;1;1;1;0;0
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Filippine;1;0;1;1;0;0;0;2;2
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;11;11;13;16;21;24;25;25;24
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Perù;0;0;0;1;2;3;5;5;3
Adriano;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;1;1;1
Adriano;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;1;1;0;2;1
Adriano;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Cina;0;0;0;0;0;0;0;1;2
Adriano;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Ecuador;0;0;1;1;1;1;1;1;1
Adriano;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;0;1;0
Adriano;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;5;3;3;4;7;7;6;6;8
Adriano;35-64;Maschi;1;Single;Altri paesi;52;59;71;73;81;93;92;85;102
Adriano;35-64;Maschi;1;Single;Cina;12;15;13;15;19;23;21;13;13
Adriano;35-64;Maschi;1;Single;Ecuador;4;6;6;8;10;11;10;6;7
Adriano;35-64;Maschi;1;Single;Egitto;27;32;40;49;60;62;62;50;59
Adriano;35-64;Maschi;1;Single;Filippine;14;14;18;21;21;28;28;20;27
Adriano;35-64;Maschi;1;Single;Italia;341;360;368;409;505;522;550;582;599
Adriano;35-64;Maschi;1;Single;Perù;4;9;15;17;24;26;19;22;25
Adriano;35-64;Maschi;1;Single;Sri Lanka;9;11;14;13;11;11;15;16;15
Adriano;35-64;Maschi;2;Altre tipologie;Altri paesi;1;0;0;1;0;0;0;0;1
Adriano;35-64;Maschi;2;Altre tipologie;Cina;0;0;0;0;0;0;1;1;1
Adriano;35-64;Maschi;2;Altre tipologie;Egitto;1;1;1;1;0;1;2;1;1
Adriano;35-64;Maschi;2;Altre tipologie;Filippine;1;1;0;0;2;2;3;3;1
Adriano;35-64;Maschi;2;Altre tipologie;Italia;21;26;25;21;18;24;20;21;22
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Altri paesi;0;0;1;1;1;1;0;0;4
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Cina;0;0;0;1;0;0;0;0;0
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Ecuador;0;0;0;0;1;0;0;1;1
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Filippine;1;1;1;1;1;4;0;1;1
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Italia;22;25;30;35;46;52;49;58;47
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Perù;0;0;1;1;1;4;4;3;4
Adriano;35-64;Maschi;2;Coppia convivente senza figli;Sri Lanka;2;2;1;3;5;3;3;1;3
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Altri paesi;3;1;1;3;3;4;5;3;5
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Cina;1;3;1;2;0;0;0;1;2
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Ecuador;1;1;1;1;1;4;0;1;1
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Egitto;3;1;3;1;1;2;4;3;3
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Filippine;1;1;3;1;1;5;5;3;3
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Italia;344;338;349;365;319;312;297;307;308
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Perù;0;0;1;1;0;0;0;0;1
Adriano;35-64;Maschi;2;Coppia sposata senza figli;Sri Lanka;0;2;1;0;0;1;1;1;2
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;0;1;1;1;2;1;0;1;1
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Cina;1;4;3;1;1;3;3;3;4
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Ecuador;1;1;1;1;1;1;1;1;1
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Egitto;0;1;0;0;1;1;0;0;0
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Filippine;0;0;1;0;1;1;4;4;5
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;9;10;11;14;14;18;17;19;21
Adriano;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Perù;1;1;1;1;1;1;2;1;1
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;1;1;1;1;1;1
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Cina;1;1;3;1;1;0;1;1;1
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Ecuador;0;0;0;0;1;0;0;0;0
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Egitto;0;0;0;0;0;1;0;0;0
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Filippine;0;0;0;0;0;1;1;0;0
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;18;14;20;19;18;21;27;26;30
Adriano;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Sri Lanka;0;0;1;2;1;0;0;0;0
Adriano;35-64;Maschi;3;Altre tipologie;Italia;7;6;7;6;4;3;6;8;7
Adriano;35-64;Maschi;3;Altre tipologie;Perù;0;0;0;0;0;0;1;1;1
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;3;3;2;2;3;2;1;0;0
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Cina;0;1;1;0;0;0;0;0;0
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;1;1;2;1
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Filippine;2;2;2;3;3;3;5;4;3
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;14;16;18;20;24;34;41;46;55
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;2;0;0;1;3;2;3;4;3
Adriano;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;2;2;1;0;0;1;0;2;1
Adriano;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Cina;1;1;1;1;1;1;1;0;0
Adriano;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;1;2;2;3;2;2;2;2;2
Adriano;35-64;Maschi;3;Coppia convivente senza figli;Altri paesi;0;0;1;1;1;1;0;0;0
Adriano;35-64;Maschi;3;Coppia convivente senza figli;Filippine;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;3;Coppia convivente senza figli;Italia;2;1;2;1;2;3;3;3;2
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;3;4;3;3;5;8;5;8;8
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Cina;2;2;2;2;2;2;4;3;1
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;2;1;1;1;1;1;1;1;1
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;1;2;1;2;1;1;2;1;0
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;5;5;6;8;5;6;9;8;7
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;199;191;189;201;226;234;227;223;225
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Perù;0;1;1;1;1;3;2;1;1
Adriano;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;2;1;2;3;3;4;5;5;4
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;1;1;1;1;2;3;2;1;1
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Cina;2;0;0;0;0;0;0;2;2
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Ecuador;0;0;0;0;0;0;1;1;2
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Egitto;1;1;0;0;0;1;0;0;0
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;0;2;3;2;4;6
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;281;266;247;243;225;233;227;239;243
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Perù;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Sri Lanka;1;0;1;1;1;1;1;1;1
Adriano;35-64;Maschi;3;Coppia sposata senza figli;Altri paesi;1;1;1;0;0;0;0;0;0
Adriano;35-64;Maschi;3;Coppia sposata senza figli;Cina;0;0;0;0;1;1;0;0;0
Adriano;35-64;Maschi;3;Coppia sposata senza figli;Filippine;0;0;0;0;0;0;0;1;1
Adriano;35-64;Maschi;3;Coppia sposata senza figli;Italia;13;12;13;9;9;12;14;12;13
Adriano;35-64;Maschi;3;Coppia sposata senza figli;Sri Lanka;1;1;0;0;0;0;0;0;0
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;1;0;0;1;1;1;1
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Cina;0;0;0;1;1;1;0;0;1
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Ecuador;1;1;0;0;0;0;0;0;0
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Filippine;1;0;1;1;1;0;0;1;0
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;9;10;11;12;13;17;18;16;19
Adriano;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;1;1;1;1;1;0;0;0
Adriano;35-64;Maschi;3;Monogenitore con figli tutti maggiorenni;Altri paesi;0;1;1;0;0;0;0;0;0
Adriano;35-64;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;8;7;5;4;3;4;7;10;9
Adriano;35-64;Maschi;4;Altre tipologie;Italia;0;1;1;0;0;0;0;0;0
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;1;0;0;0;0;3;3;7;9
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;1;0;2;6;8;5
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Ecuador;0;0;0;0;1;1;2;2;4
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Egitto;2;2;2;1;0;2;5;7;11
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Filippine;1;1;2;3;5;7;5;5;4
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;29;29;29;30;29;35;38;43;52
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Perù;0;1;0;0;0;0;0;0;1
Adriano;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;1;1;1;1;1
Adriano;35-64;Maschi;4;Coppia convivente con figli tutti maggiorenni;Cina;0;0;0;0;0;0;0;1;0
Adriano;35-64;Maschi;4;Coppia convivente con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;4;Coppia convivente con figli tutti maggiorenni;Italia;1;1;0;0;0;0;1;1;2
Adriano;35-64;Maschi;4;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;1;1;0
Adriano;35-64;Maschi;4;Coppia convivente senza figli;Italia;1;0;0;0;0;0;1;1;1
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;11;14;13;15;14;15;16;15;16
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Cina;9;11;12;11;12;12;14;13;15
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;2;2;2;3;2;3;3;3
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;12;13;17;19;19;21;20;20;21
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;8;11;14;16;21;20;22;21;18
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;475;467;445;453;475;502;507;483;459
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Perù;3;3;3;4;4;3;4;5;5
Adriano;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;1;2;3;3;7;6;4;4
Adriano;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;2;2;2;2;3;2;2;2;2
Adriano;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Cina;4;3;3;4;5;5;7;5;5
Adriano;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Filippine;2;2;2;3;2;2;4;3;3
Adriano;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;137;141;143;139;147;148;157;153;166
Adriano;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Sri Lanka;0;1;1;1;1;1;0;0;1
Adriano;35-64;Maschi;4;Coppia sposata senza figli;Italia;1;1;0;0;1;1;1;0;1
Adriano;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;1;1
Adriano;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Ecuador;0;0;0;0;1;1;1;1;1
Adriano;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Filippine;0;0;1;1;0;0;0;0;0
Adriano;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Italia;3;2;3;2;2;1;0;0;0
Adriano;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;0;0;1
Adriano;35-64;Maschi;4;Monogenitore con figli tutti maggiorenni;Cina;0;0;0;0;0;0;1;0;0
Adriano;35-64;Maschi;4;Monogenitore con figli tutti maggiorenni;Filippine;0;0;0;0;1;0;0;0;0
Adriano;35-64;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;1;1;1;1;1;1
Adriano;65-79;Femmine;1;Single;Altri paesi;0;0;0;0;1;2;1;3;5
Adriano;65-79;Femmine;1;Single;Ecuador;0;0;0;0;0;1;2;1;2
Adriano;65-79;Femmine;1;Single;Filippine;0;0;0;0;0;0;2;2;3
Adriano;65-79;Femmine;1;Single;Italia;264;274;270;272;290;314;319;339;329
Adriano;65-79;Femmine;1;Single;Perù;0;1;1;1;1;2;1;4;3
Adriano;65-79;Femmine;1;Single;Sri Lanka;0;0;1;1;1;2;3;4;4
Adriano;65-79;Femmine;2;Altre tipologie;Italia;8;7;7;7;7;11;13;11;10
Adriano;65-79;Femmine;2;Coppia convivente senza figli;Italia;1;1;3;3;1;3;2;3;5
Adriano;65-79;Femmine;2;Coppia sposata senza figli;Filippine;0;0;0;0;0;0;0;0;1
Adriano;65-79;Femmine;2;Coppia sposata senza figli;Italia;7;7;10;13;15;12;14;18;30
Adriano;65-79;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;58;58;59;66;65;65;68;68;70
Adriano;65-79;Femmine;3;Altre tipologie;Italia;0;0;0;1;0;0;0;0;0
Adriano;65-79;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;0;0;0;0;0;3;2;5;5
Adriano;65-79;Femmine;3;Coppia sposata senza figli;Italia;0;1;1;0;0;0;0;0;0
Adriano;65-79;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;12;8;9;10;13;20;18;18;18
Adriano;65-79;Femmine;4;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;0
Adriano;65-79;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;2;2;1;1;0;1;1;1;1
Adriano;65-79;Maschi;1;Single;Altri paesi;1;1;1;1;3;6;6;4;4
Adriano;65-79;Maschi;1;Single;Cina;1;1;1;1;1;2;1;1;1
Adriano;65-79;Maschi;1;Single;Ecuador;0;0;0;0;0;1;1;1;0
Adriano;65-79;Maschi;1;Single;Egitto;1;0;0;0;0;0;0;0;0
Adriano;65-79;Maschi;1;Single;Filippine;0;0;0;0;1;1;1;0;0
Adriano;65-79;Maschi;1;Single;Italia;105;109;113;132;155;167;169;164;170
Adriano;65-79;Maschi;1;Single;Sri Lanka;0;0;0;0;0;0;0;0;1
Adriano;65-79;Maschi;2;Altre tipologie;Italia;5;5;5;5;6;5;6;7;8
Adriano;65-79;Maschi;2;Coppia convivente senza figli;Italia;2;2;3;4;4;4;4;4;5
Adriano;65-79;Maschi;2;Coppia sposata senza figli;Altri paesi;1;1;1;1;1;3;2;2;1
Adriano;65-79;Maschi;2;Coppia sposata senza figli;Cina;0;0;0;0;1;1;1;1;1
Adriano;65-79;Maschi;2;Coppia sposata senza figli;Filippine;1;1;1;1;1;1;1;0;0
Adriano;65-79;Maschi;2;Coppia sposata senza figli;Italia;334;343;354;380;414;428;432;442;426
Adriano;65-79;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;1;1;0;1;1;1;0;1;0
Adriano;65-79;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;13;14;15;17;19;17;16;15;13
Adriano;65-79;Maschi;3;Coppia convivente senza figli;Italia;1;1;1;1;0;0;0;0;0
Adriano;65-79;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;2;2;2;2;3;3;2;1;2
Adriano;65-79;Maschi;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;1;1;1;1;1;0;0;1;1
Adriano;65-79;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;86;88;92;90;106;113;117;116;108
Adriano;65-79;Maschi;3;Coppia sposata senza figli;Italia;6;6;3;4;6;7;8;9;9
Adriano;65-79;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;0;0;1;1;1;1;1;0;0
Adriano;65-79;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;3;5;5;3;4;6;4;2;3
Adriano;65-79;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;0;1;1;1;0;1;1;1;0
Adriano;65-79;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;1;1;1;2;3;3;3;4;5
Adriano;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;26;27;25;27;29;29;29;33;33
Adriano;65-79;Maschi;4;Coppia sposata senza figli;Italia;1;1;3;2;2;1;1;1;0
Adriano;65-79;Maschi;4;Monogenitore con almeno un figlio minorenne;Italia;1;1;1;1;0;0;0;0;0
Adriano;65-79;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;1;1;1;0;1;0;1;1;0
Adriano;80 e +;Femmine;1;Single;Italia;158;158;169;174;194;206;219;229;243
Adriano;80 e +;Femmine;2;Altre tipologie;Italia;5;5;6;4;6;4;5;5;7
Adriano;80 e +;Femmine;2;Coppia sposata senza figli;Italia;0;0;0;0;0;1;1;2;1
Adriano;80 e +;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;20;20;17;17;29;35;34;37;38
Adriano;80 e +;Femmine;3;Altre tipologie;Italia;0;0;0;0;0;0;1;1;2
Adriano;80 e +;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;1;2;2;1;1;2;3;4;5
Adriano;80 e +;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;1;1;1;0;0
Adriano;80 e +;Maschi;1;Single;Italia;28;32;31;30;33;34;42;50;52
Adriano;80 e +;Maschi;2;Altre tipologie;Italia;2;2;3;3;4;4;3;4;2
Adriano;80 e +;Maschi;2;Coppia sposata senza figli;Altri paesi;0;0;0;0;0;0;0;0;1
Adriano;80 e +;Maschi;2;Coppia sposata senza figli;Italia;65;68;66;74;95;103;119;126;132
Adriano;80 e +;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;4;4;6;4;3;5;4;4;6
Adriano;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;14;12;12;15;16;8;12;16;14
Adriano;80 e +;Maschi;3;Coppia sposata senza figli;Italia;0;0;0;0;1;3;3;2;2
Adriano;80 e +;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;2;2;0;1;2;2;2;1;1
Adriano;80 e +;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;0;0;0;0;0;0;0;0;0
Adriano;80 e +;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;0;0;0;0
Affori;18-34;Femmine;1;Single;Altri paesi;62;68;73;77;80;89;85;80;79
Affori;18-34;Femmine;1;Single;Cina;17;13;16;28;37;42;52;57;55
Affori;18-34;Femmine;1;Single;Ecuador;16;14;12;15;13;11;8;6;7
Affori;18-34;Femmine;1;Single;Egitto;1;1;1;0;1;1;0;2;0
Affori;18-34;Femmine;1;Single;Filippine;14;13;15;19;25;26;23;19;18
Affori;18-34;Femmine;1;Single;Italia;229;213;221;212;206;233;241;243;244
Affori;18-34;Femmine;1;Single;Perù;17;13;13;23;24;21;16;11;10
Affori;18-34;Femmine;1;Single;Sri Lanka;5;5;5;4;4;6;7;6;7
Affori;18-34;Femmine;2;Altre tipologie;Altri paesi;1;1;1;1;1;2;2;2;2
Affori;18-34;Femmine;2;Altre tipologie;Cina;0;0;0;0;0;1;0;0;1
Affori;18-34;Femmine;2;Altre tipologie;Ecuador;0;1;1;1;1;2;2;2;1
Affori;18-34;Femmine;2;Altre tipologie;Filippine;0;0;0;1;1;1;1;2;2
Affori;18-34;Femmine;2;Altre tipologie;Italia;8;9;9;12;13;14;8;11;17
Affori;18-34;Femmine;2;Altre tipologie;Perù;1;1;0;0;1;1;0;0;0
Affori;18-34;Femmine;2;Coppia convivente senza figli;Altri paesi;1;1;2;3;2;4;4;5;2
Affori;18-34;Femmine;2;Coppia convivente senza figli;Cina;0;1;1;0;0;1;2;1;0
Affori;18-34;Femmine;2;Coppia convivente senza figli;Ecuador;2;1;2;1;1;1;0;0;0
Affori;18-34;Femmine;2;Coppia convivente senza figli;Filippine;1;1;2;1;3;1;1;1;0
Affori;18-34;Femmine;2;Coppia convivente senza figli;Italia;7;10;9;7;9;12;8;16;18
Affori;18-34;Femmine;2;Coppia convivente senza figli;Sri Lanka;0;0;0;1;0;0;2;1;1
Affori;18-34;Femmine;2;Coppia sposata senza figli;Altri paesi;2;0;1;3;4;6;8;8;4
Affori;18-34;Femmine;2;Coppia sposata senza figli;Cina;1;1;0;0;0;2;0;1;1
Affori;18-34;Femmine;2;Coppia sposata senza figli;Ecuador;1;1;1;1;1;0;0;0;0
Affori;18-34;Femmine;2;Coppia sposata senza figli;Filippine;0;0;0;0;0;2;1;1;1
Affori;18-34;Femmine;2;Coppia sposata senza figli;Italia;32;30;27;27;28;17;14;16;21
Affori;18-34;Femmine;2;Coppia sposata senza figli;Perù;0;0;0;0;1;1;1;1;0
Affori;18-34;Femmine;2;Coppia sposata senza figli;Sri Lanka;0;0;1;0;0;1;2;0;0
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;6;12;11;13;22;29;29;24;22
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Cina;9;12;13;15;15;14;13;19;22
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;6;10;10;7;11;7;12;8;5
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;2;1;1;2;2;1;1;0;1
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;7;6;6;9;7;12;9;11;9
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;26;20;19;25;30;30;35;27;21
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;5;5;10;9;14;10;7;5;4
Affori;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;3;4;1;1;4;4;1;1;1
Affori;18-34;Femmine;3;Altre tipologie;Altri paesi;0;0;0;0;0;0;0;1;2
Affori;18-34;Femmine;3;Altre tipologie;Cina;1;1;1;1;1;0;0;0;0
